  1	201	255
  2	208	252
  1	193	232
  1	209	253
  0	196	255
 66	  5	253
110	 12	255
 25	 12	255
 61	 27	255
 71	233	171
 67	255	153
 66	236	160
 68	246	171
 69	252	158
 69	250	157
 68	250	162
 74	249	177
 60	 12	252
 20	  3	252
 84	  5	255
 20	  3	251
179	205	254
  0	195	255
178	202	236
  1	209	255
  1	206	253
  1	200	253
 65	  6	255
 20	  6	255
 15	  4	255
 17	  9	255
 90	 18	255
150	 14	255
 95	 18	253
 70	  6	255
 60	 12	253
150	 11	255
146	  7	255
 45	 14	255
  0	190	233
179	208	255
177	201	255
  0	205	251
179	194	254
179	204	255
179	201	253
177	207	243
177	188	240
177	  9	255
 68	  4	255
 90	  7	255
  8	 11	255
 36	  5	254
 30	  2	249
 42	  5	252
  6	  5	255
155	  6	255
150	 12	255
 72	 15	255
 70	  6	249
 80	  9	252
 60	  5	255
 42	  5	255
 30	 19	255
 22	 19	255
 90	 10	255
 90	  6	252
 77	  7	255
171	  7	255
135	  2	255
160	  6	252
 84	 16	253
175	  6	255
 75	 10	255
 56	  8	253
  0	  6	254
 86	  7	255
  6	  5	254
 79	 11	253
 85	 11	255
 24	  5	255
176	  7	255
 30	  2	252
 96	  5	253
 93	  9	255
  0	  0	250
165	  2	253
 20	  3	249
 36	  5	255
 95	  6	255
 77	  9	255
 30	  7	255
 51	  7	255
 15	  6	255
 36	  5	251
 90	  9	255
156	  5	255
 68	 11	255
 30	  2	254
 34	  7	255
 80	  6	253
 30	  2	253
  0	  0	249
165	  2	255
120	  2	252
 30	  2	251
120	  2	254
 43	  7	255
 83	  4	251
120	  2	249
  0	  0	251
 24	 20	255
 45	  8	255
 81	 13	255
  0	  0	242
 75	  5	105
 75	  5	 99
110	  7	103
110	  7	108
110	  8	102
 96	 12	104
110	  8	100
110	  7	115
 23	 21	255
 18	160	239
 19	182	236
 19	189	242
 18	182	244
 20	184	232
 75	  5	103
110	  7	110
110	  8	 95
 96	 13	102
 96	 12	105
110	  7	106
110	  8	101
 19	185	232
 21	199	228
 21	195	233
 20	181	233
 20	188	235
  0	  0	246
110	  8	 96
 96	 12	107
 96	 12	106
 96	 13	100
 96	 12	103
 96	 12	110
 96	 13	101
110	  8	 98
140	  3	255
 19	189	241
 21	194	234
 21	187	230
 21	184	230
120	  2	253
101	 21	 99
101	 19	108
 96	 13	 98
 96	 12	108
110	  3	253
165	  2	254
 78	 15	255
 18	179	248
 20	182	231
 21	188	229
 21	182	232
 20	189	236
110	  7	104
101	 19	105
101	 19	106
 90	 14	106
 10	  3	255
 20	182	234
 20	189	233
 21	183	231
 20	187	233
 90	 15	103
 83	  8	255
 19	175	224
 18	177	236
 19	182	237
 20	181	228
 21	188	231
 75	  5	100
 75	  5	102
 83	 10	101
 83	 10	103
 83	 10	105
167	  7	255
 25	 13	255
 21	185	234
 21	200	240
 21	203	237
 22	194	230
 20	183	234
 75	  2	245
 75	  5	110
 75	  5	 98
 75	  5	104
 83	 10	106
 83	 11	 93
 75	  5	101
 75	  5	 95
 75	  4	114
 75	  2	249
 34	  8	254
 21	174	229
 20	188	230
 20	191	228
 21	180	228
 20	184	235
 75	  2	252
 75	  2	254
 75	  2	248
165	  6	255
 25	 11	255
 19	177	233
 19	184	237
 19	191	239
 20	185	238
 21	190	228
132	  5	255
 21	178	219
 21	182	229
 21	184	229
 21	177	221
 20	188	239
  0	  0	248
 63	 11	255
 22	192	222
 22	205	231
 21	200	239
 19	183	240
 20	185	230
165	  2	251
 75	  2	251
  6	 15	255
 20	167	237
 19	190	235
 19	186	237
 30	 11	255
 36	 16	255
 24	 21	255
 73	  7	255
  0	  0	247
  0	  0	209
  0	  0	202
  0	  0	201
  0	  0	203
165	  3	181
165	  3	182
165	  3	204
165	  2	205
165	  3	203
165	  3	178
165	  3	186
165	  3	177
165	  3	176
165	  3	180
165	  3	202
165	  3	183
165	  3	185
165	  3	184
165	  2	250
165	  2	206
165	  2	248
165	  3	190
165	  2	249
165	  2	252
